선물로 샀는데 저도 사고 싶어요,date,review,rating,tokens
2572,24.12.31.,크기 좋고 배송 빨라요,5,"['크기', '좋다', '배송', '빨르다']"
2573,24.11.25.,크기도 딱 좋고 내구성도 너무 좋아요 ㅎㅎ 만족하며 사용하고 있습니다!,5,"['크기', '좋다', '구성', '좋다', '만족하다', '사용']"
2574,24.12.09.,받아보니 생각보다 이뻐요,5,"['받다', '보다', '생각', '이쁘다']"
2575,24.12.07.,편하게 쓸 수 있고 품질도 역시 좋네요.,5,"['편하다', '쓸다', '품질', '역시', '좋다']"
2576,24.11.18.,"스탠리 텀블러 좋은 거야 뭐 말할 필요가 있을까 싶습니다
보온보냉 좋고 용량도 넉넉해서 좋아요",5,"['스탠리', '텀블러', '좋다', '뭐', '말', '필요', '보온', '보냉', '좋다', '용량', '넉넉하다', '좋다']"
2577,24.12.30.,실물이 훨씬 예쁘네요,5,"['실물', '예쁘다']"
2578,24.11.30.,"남편이 자꾸 사자고 해서 샀는데..
얼음이 덜 녹는 건 모르겠어요 .. 타브랜드랑 비슷해요..",5,"['남편', '자꾸', '사자', '사다', '얼음', '덜', '녹다', '모르다', '타', '브랜드']"
2579,24.12.17.,색상도 좋고 배송도 빠릅니다. 아직 많이 사용을 안 해서 성능은 잘 모르겠어요,4,"['색상', '좋다', '배송', '빠르다', '사용', '안', '성능', '자다', '모르다']"
2580,24.09.28.,"미세플라스틱에 대한 방송을 보고 플라스틱 사용을 줄이고자 텀블러 구매했어요
기존에 가지고 있는 스타벅스 텀블러들이 있지만 스탠리 텀블러가 좋다는 얘기를 들어 이번에 첫 구매를 해보았습니다

일단 색상이 마음에 들어요
노란 파스텔 색상이 쌈박하게 예뻐요??
그리고 용량도 큼직하니 어떤 카페에 가도 용량 걱정은 안 할듯싶어요
보냉 보온 둘 다 잘된다고 하니 이것도 굿이고요
빨대는 말랑한 재질이 아닌 딱딱합니다

견고한 스탠리 텀블러 추천드립니다",5,"['미세', '플라스틱', '대한', '방송', '보고', '플라스틱', '사용', '줄이다', '텀블러', '구매', '기존', '가지', '스타벅스', '텀블러', '스탠리', '텀블러', '좋다', '얘기', '들다', '첫', '구매', '해보다', '색상', '마음', '들다', '노랗다', '파스텔', '색상', '쌈박하다', '예쁘다', '용량', '큼직하다', '어떻다', '카페', '가도', '용량', '걱정', '안', '보냉', '보온', '하니', '굿', '고요', '빨대', '말랑하다', '재질', '아니다', '딱딱하다', '견고하다', '스탠리', '텀블러', '추천', '드리다']"
2581,24.11.26.,"스탠리 제품 쓰다가 좋아서 친구한테도 선물했어요
친구가 마음에 들어 합니다",5,"['스탠리', '제품', '쓰다', '좋다', '친구', '선물', '친구', '마음', '들다']"
2582,24.12.26.,수능생 선물로 했는데 너무 좋아하더라고요..,5,"['수능', '생', '선물', '좋아하다']"
2583,24.11.30.,생각보다 많이 무겁지 않고 얼음이 녹지 않아 너무 좋아요,5,"['생각', '무겁다', '않다', '얼음', '녹지', '않다', '좋다']"
2584,24.11.26.,색감 영롱하니 이쁩니다. 일반적인 노란색이 아닌 레몬색이라 해야 하나ㅋ,5,"['색감', '영롱하다', '이쁘다', '일반', '노란색', '아니다', '레몬', '색']"
2585,24.12.12.,선물로 구매했습니다,5,"['선물', '구매']"
2586,24.12.27.,만족스러운 소비였습니다 : ) 감사합니다,5,"['만족스럽다', '소비', '감사하다']"
2587,24.12.05.,친구랑 커플로 구매했는데 맘에 들어요,5,"['친구', '커플', '구매', '맘', '들다']"
2588,24.11.23.,지인 선물로 줬는데 엄청 예쁩니다! 사진은 이것밖에 없는데 실제로 보면 훨씬 예쁩니다,5,"['지인', '선물', '주다', '예쁘다', '사진', '없다', '실제', '보다', '예쁘다']"
2589,24.12.02.,"크기 딱이고 너무 좋아요
온도 유지 최고예요",5,"['크기', '딱이다', '좋다', '온도', '유지', '최고']"
2590,24.11.20.,친구 취뽀 기념으로 선물했습니다. 직장인의 필수템 같은 느낌 ㅎㅎ 색도 상큼하고 보온력 좋아요,5,"['친구', '취뽀', '기념', '선물', '직장인', '필수', '템', '느낌', '색도', '상큼', '보온', '좋다']"
2591,24.12.06.,보온성 좋아서 얼음 넣으면 오래가요,5,"['보온', '좋다', '얼음', '넣다']"
2592,24.12.25.,색감이 너무 예뻐요 다른 색도 구매하고 싶어요,5,"['색감', '예쁘다', '색도', '구매']"
2593,24.12.20.,색도 이쁘고 기능적으로도 만족합니다,5,"['색도', '이쁘다', '기능', '만족하다']"
2594,24.12.11.,선물용으로 샀는데 너무 좋아하네요ㅎ,5,"['선물', '선물용', '사다', '좋아하다']"
2595,24.11.28.,손잡이가 없어서 아쉽지만 그래도 예쁘고 만족해요!!,5,"['손잡이', '없다', '아쉽다', '예쁘다', '만족하다']"
2596,24.11.27.,"하루 지나도 얼음이 녹지를 않아요
쓰기도 편하고 디자인도 이쁘고 너무 만족스러워요",5,"['하루', '지나다', '얼음', '녹지', '않다', '쓰기', '편하다', '디자인', '이쁘다', '만족스럽다']"
2597,24.11.24.,"스탠리는 두 말할 것 없죠
선물로도 최고~! 색깔이 너무 이뻐요",5,"['스탠리', '두', '말', '없다', '선물', '최고', '색깔', '이쁘다']"
2598,24.11.06.,용량도 적당하고 디자인도 너무 예뻐요. 특히 크림 색상 깔끔하고 이쁜 거 같아요. 일부러 가방 옆에 낄 수 있게 손잡이 없는 모델로 선택했는데 생각보다 용량도 넉넉하네요~~^^,5,"['용량', '적당하다', '디자인', '예쁘다', '크림', '색상', '깔끔하다', '이쁘다', '일부러', '가방', '옆', '끼다', '손잡이', '없다', '모델', '선택', '생각', '용량', '넉넉하다']"
2599,24.11.17.,스탠리 텀블러 유명한 것 알고 있었는데 마침 선물할 일이 생겨 친구에게 선물했어요~ 색감 사진 그대로 마음에 들고 배송도 하루 만에 와서 잘 선물했습니다!,5,"['스탠리', '텀블러', '유명하다', '알', '마침', '선물', '일이', '생기다', '친구', '선물', '색감', '사진', '그대로', '마음', '들다', '배송', '하루', '오다', '자다', '선물']"
2600,24.11.25.,색깔도 너무 산뜻하고 예뻐서 기분도 좋고 보온력도 좋아서 만족해요,5,"['색깔', '산뜻하다', '예쁘다', '기분', '좋다', '보온', '좋다', '만족하다']"
2601,24.11.19.,튼튼한 박스로 옵니다. 어... 빨대 빼고 사용할 수 있어서 좋아요 아직 얼음을 안 넣어봐서 모르겠지만 괜찮을 것 같아요,4,"['튼튼하다', '박스', '빨대', '빼다', '사용', '좋다', '얼음', '안', '넣다', '보다', '모르다', '괜찮다']"
2602,24.12.10.,믿고 쓰는 스탠리 역시!,5,"['믿다', '쓰다', '스탠리', '역시']"
2603,24.11.30.,"보냉력 정말 좋아요
큰사쥬처럼 손잡이랑 색상 다양했으면 좋겠어요",5,"['보냉', '정말', '좋다', '큰사쥬', '손잡이', '색상', '다양하다', '좋다']"
2604,24.12.12.,너무 비쌈 ㅜㅜ솔직히,3,"['비싸다', '솔직하다']"
2605,24.12.27.,연말 지인에게 선물용으로 좋습니다.,5,"['연말', '지인', '선물', '용', '좋다']"
2606,24.11.02.,색상이 사진보다 실물이 더 이쁜 것 같아요!! 텀블러는 많이 있지만 스탠리 텀블러가 최고예요!!,5,"['색상', '사진', '실물', '더', '이쁘다', '텀블러', '스탠리', '텀블러', '최고']"
2607,24.11.26.,"손잡이 있는 텀블러 너무 편합니다
넉넉한 용량 또한 자주 물 뜨러 가지 않아도 되고 좋아요",5,"['손잡이', '텀블러', '편하다', '넉넉하다', '용량', '자주', '물', '뜨다', '가지', '않다', '좋다']"
2608,24.12.18.,사람들이 스탠리 스탠리 하는 이유를 알겠어요! 보냉력 진짜 짱짱합니다!!,5,"['사람', '스탠리', '스탠리', '이유', '알다', '보냉', '진짜', '짱짱하다']"
2609,25.01.18.,너무너무 좋아요!?,5,['좋다']
2610,24.12.20.,"빠른 배송 고맙습니다^^
많이 판매하세요^^",5,"['빠르다', '배송', '고맙다', '판매']"
2624,24.11.22.,"보냉이 오래가서 좋아요 음료도 많이 들어가요 
다만 빨대 세척이 조금 귀찮아요",5,"['보', '냉이', '좋다', '음료', '들어가다', '빨대', '세척', '귀찮다']"
2625,24.12.15.,간편하게 들고 다니기 좋고 보냉도 잘 되어서 만족합니다,5,"['간편하다', '들다', '다니다', '좋다', '보냉', '자다', '만족하다']"
2626,24.12.11.,텀블러는 스탠리죠!!,5,"['텀블러', '스탠리']"
2627,24.11.20.,남편 출근길 커피 내려주려고 샀어요 기능은 이미 유명하고 이 정도 사이즈가 출퇴근용으론 좋네요,5,"['남편', '출근길', '커피', '내다', '사다', '기능', '유명하다', '정도', '사이즈', '출퇴근', '용', '좋다']"
2628,24.12.02.,역시 스탠리입니다 예쁘고 만듦새가 좋아요,5,"['역시', '스탠리', '예쁘다', '만들다', '새', '좋다']"
2629,24.12.01.,보냉도 잘되고 색도 예뻐요,5,"['보냉', '색도', '예쁘다']"
2630,24.12.26.,선물용 너무 고급지고 예뻐요:)),5,"['선물', '선물용', '고급', '지고', '예쁘다']"
2631,24.12.27.,색상도 이쁘고 좋아요.,5,"['색상', '이쁘다', '좋다']"
2632,24.12.18.,좋아요 괜찮아요,5,"['좋다', '괜찮다']"
2633,24.11.07.,선물하려고 샀는데 색이 진짜 너무 예뻐요 사진이 좀 쨍하긴 한데 색상 예쁘고 성능은 원래도 좋아서 좋은 선물이 될 거 같네요~,5,"['선물', '사다', '색', '진짜', '예쁘다', '사진', '쨍', '색상', '예쁘다', '성능', '원래', '좋다', '좋다', '선물']"
2634,24.11.25.,"선물용으로 여러 개 구매했습니다.
다들 좋아하네요",5,"['선물', '선물용', '여러', '구매', '들다', '좋아하다']"
2635,24.12.27.,보온이 오래 유지가 되니까~ 좋네요^^,5,"['보온', '유지', '좋다']"
2636,24.10.22.,하늘색을 좋아해서 포그나 샴브레이 색상을 사고 싶었는데 미스트 색상도 은은하니 이쁩니다 590미리 딱 들어가고 보온보냉은 아직 안 써봐서 모르지만 좋아요 다만 밀폐 안되는 건 좀 아쉽다... ㅜ 혹시나 해서 물 담고 뚜껑 닫은 채로 거꾸로 기울이니 역시나 물이 새네요... 이런 디자인으로 밀폐되는 제품이 있으면 좋을 거 같아요... 나머지는 모두 만족합니다ㅎㅎ,5,"['하늘색', '좋아하다', '포', '그나', '샴', '브레이', '색상', '사고', '미스트', '색상', '은은하다', '이쁘다', '미리', '들어가다', '보온', '보냉', '안', '써다', '보다', '모르다', '좋다', '밀폐', '안되다', '아쉽다', '물', '담다', '뚜껑', '닫다', '채', '거꾸로', '기울이다', '역시', '물이', '새다', '이렇다', '디자인', '밀폐', '제품', '좋다', '나머지', '만족하다']"
2637,24.11.21.,배송이 매우 빨랐어요. 너무 쨍하지 않고 예쁜 색상이라서 더 좋네요.,5,"['배송', '매우', '빨르다', '쨍하', '않다', '예쁘다', '색상', '더', '좋다']"
2638,24.11.26.,"깔끔하고 군더더기가 없네요
세척도 편하고 완전히 만족합니다",5,"['깔끔하다', '군더더기', '없다', '세척', '편하다', '완전하다', '만족하다']"
2639,24.12.22.,보온도 잘되고 컬러도 너무 이뻐요,5,"['보온', '컬러', '이쁘다']"
2640,24.12.25.,얼음도 안 녹고 편하게 잘 쓰고 있어요,5,"['얼음', '안', '녹다', '편하다', '자다', '쓰다']"
2641,24.11.07.,보온 보낼 잘 되기로 워낙 유명해서 구매했어요! 손잡이 있는 건 가방 텀블러 공간에 안 들어갈 것 같아서 작은 사이즈 샀는데 스벅 그란데 사이즈 들어가고 조금 남아요! 배송도 빠르고 좋습니다 ㅎㅎ,5,"['보온', '보내다', '자다', '워낙', '유명하다', '구매', '손잡이', '가방', '텀블러', '공간', '안', '들어가다', '작다', '사이즈', '사다', '스벅', '그란', '데', '사이즈', '들어가다', '남아', '배송', '빠르다', '좋다']"
2642,24.12.10.,선물해 준 거라 받으신 분이 마음에 들어 합니다. 색감도 이뻐요~,5,"['선물', '준', '받다', '분', '마음', '들다', '색감', '이쁘다']"
2643,24.12.12.,"배송도 정말 빠르고 얼음이 안 녹습니다,,, 정말 최고예요 따뜻한 물도 정말 오랫동안 온도 유지되고 최고!!!!!!",5,"['배송', '정말', '빠르다', '얼음', '안', '녹다', '정말', '최고', '따뜻하다', '물', '정말', '온도', '유지', '최고']"
2644,24.12.02.,너무 예쁘고 좋네요,5,"['예쁘다', '좋다']"
2645,25.01.14.,"배송도 정말 빠르고 얼음이 안 녹습니다,,, 정말 최고예요 따뜻한 물도 정말 오랫동안 ㅁ그립감 좋고 디자인 좋고 물맛 좋고 정말 좋아요 온도 유지되고 최고!!!!!!",5,"['배송', '정말', '빠르다', '얼음', '안', '녹다', '정말', '최고', '따뜻하다', '물', '정말', '그리다', '감', '좋다', '디자인', '좋다', '물맛', '좋다', '정말', '좋다', '온도', '유지', '최고']"
2646,24.11.19.,색깔도 너무 예쁘고 아주 내 마음에 쏙 들어요. 하지만 사이즈가 약간 부족해서 1 프로 부족합니다.,5,"['색깔', '예쁘다', '아주', '내', '마음', '쏙', '들다', '사이즈', '부족하다', '프로', '부족하다']"
2647,24.11.22.,잘 받았어요.. 이쁘네요.. 처음 써보는데 잘 써볼께요.,5,"['자다', '받다', '이쁘다', '처음', '써다', '보다', '자다', '써다', '보다']"
2648,24.12.13.,기능 보고 구입했습니다. 저는 너무 큰 건 좀 힘들어서.. 작은 것들도 나오면 좋겠어요.,4,"['기능', '보고', '구입', '크다', '힘들다', '작다', '나오다', '좋다']"
2649,24.12.01.,쓰기 편리하고 깔끔해서 너무 예쁩니다,5,"['쓰기', '편리하다', '깔끔하다', '예쁘다']"
2650,24.11.05.,색이 진짜 예쁘고요 따뜻한 음료 마시면서 쓰는 중인데 시간이 오래 지나도 따뜻하네요 보온보냉 기능 좋은 듯,5,"['색', '진짜', '예쁘다', '따뜻하다', '음료', '말다', '쓰다', '지나다', '따뜻하다', '보온', '보냉', '기능', '좋다']"
2651,24.11.15.,"남자친구 사준 건데 무척 잘 쓰더라고요
여름에 쓰기 이만한 게 없죠
무게는 솔직히 좀 무겁긴 한데 얼음 잘 안 녹으니깐
근데 불타는 자동차에서 얼음이 살아남는 거까지는 조금.. 거짓말이 아닐지..
그래도 다른 ☆벅스 같은 곳보단 오래간다!",5,"['남자친구', '사다', '무척', '자다', '쓰다', '여름', '쓰기', '이만', '없다', '무게', '솔직하다', '무겁다', '얼음', '자다', '안', '녹다', '불타다', '자동차', '얼음', '살아나다', '거짓말', '아니다', '벅스', '곳', '간다']"
2652,24.11.25.,"상큼하니
너무 이쁘고 내구성도 좋아요 잘 쓸게요!!??",5,"['상큼', '이쁘다', '구성', '좋다', '자다', '쓸다']"
2653,24.11.13.,색깔이 너무 깔끔하고 예뻐요 ㅋㅋㅋ 더 큰 사이즈 텀블러가 있었는데 오히려 너무 커서 무겁고 안 마시게 되더라고요 이 사이즈가 딱인 것 같아요 ~~,5,"['색깔', '깔끔하다', '예쁘다', '더', '크다', '사이즈', '텀블러', '커서', '무겁다', '안', '말다', '사이즈', '딱이다']"
2654,24.12.21.,아주 좋아요 최고입니다,5,"['아주', '좋다', '최고']"
2655,24.11.13.,"공홈에서 구매했는데 차이가 납니다.
네이버 짝퉁 천지인데 방치하네요.
소비자들 속기 딱 좋습니다.",5,"['공홈', '구매', '차이', '네이버', '짝퉁', '천지', '방치', '소비자', '속기', '좋다']"
2656,24.11.03.,얼음이 진짜 오래가네요. 그리고 색상도 너무 귀엽고 예뻐요. 이 정도 기능성에 이 정도 무게 면 가벼운 편이라고 생각합니다. 굿!,5,"['얼음', '진짜', '색상', '귀엽다', '예쁘다', '정도', '기능', '정도', '무게', '면', '가볍다', '편이', '생각', '굿']"
2657,24.11.21.,일회용 사용 줄이고 텀블러 사용을 생활화하려고 샀어요~ 색깔도 이쁘고 좋아요!!!,5,"['일회용', '사용', '줄', '텀블러', '사용', '생활화', '사다', '색깔', '이쁘다', '좋다']"
2658,24.11.30.,아직 안 써봐서 잘 모르겠지만 색도 예쁘고 무게도 적당해요!,5,"['안', '써다', '보다', '자다', '모르다', '색도', '예쁘다', '무게', '적당하다']"
2659,24.12.06.,이뻐요 아기가 탐내요 ㅋ,5,"['이쁘다', '아기']"
2660,24.11.18.,"딸내미가 원해서 구매를 했는데
빨대가 노출되어 있어 위생상 별로이네요
색상은 이쁘네요",5,"['딸내미', '원하다', '구매', '빨대', '노출', '위생', '별', '로이', '색상', '이쁘다']"
2661,24.12.20.,"선물하려고 샀어요
예뻐요",5,"['선물', '사다', '예쁘다']"
2662,24.12.14.,물을 먹기 좋아요. 빨대 형식이라서 더 좋은 것 같아요.,5,"['물', '먹기', '좋다', '빨대', '형식', '더', '좋다']"
2663,24.11.27.,"하나 더 구매해서 온 가족이 하나씩 쓰고 있어요
너무 만족해요",5,"['더', '구매', '온', '가족', '쓰다', '만족하다']"
2664,24.11.27.,이쁘고 보온 보냉도 잘 되고 빨대로 쓰기도 편하고 좋아요,5,"['이쁘다', '보온', '보냉', '자다', '빨대', '쓰기', '편하다', '좋다']"
2665,24.11.20.,"스탠리 퀀츠 텀블러
정말 좋습니다

디자인도 실용적이고
품질도 좋고
무엇보다 세척하기도 쉽습니다",5,"['스탠리', '퀀츠', '텀블러', '정말', '좋다', '디자인', '실용', '품질', '좋다', '세척', '쉬다']"
2666,24.11.24.,색은 화면과 똑같아요! 선물이었는데 친구가 좋아했습니다~!,5,"['색', '화면', '똑같다', '선물', '친구', '좋아하다']"
2667,24.11.02.,"얼음 음료 넣었을 때 보냉 효과가 제가 여태까지 써본 텀블러 중에 최고입니다
밀폐가 안돼서 잘 들고 다녀야 하고 빨대 대신 음용 구로 마실 때 불편하긴 해요
그래도 보냉 최고!!!!!
이거 없었으면 이번 여름 힘들었을 거예요",5,"['얼음', '음료', '넣다', '보냉', '효과', '여태', '써다', '보다', '텀블러', '최고', '밀폐', '자다', '들다', '다니다', '빨대', '대신', '음용', '구로', '말다', '불편하다', '보냉', '최고', '없다', '여름', '힘들다']"
2668,24.11.25.,용량 좋고 씻기도 편하고 아주 잘 쓰고 있습니다.,5,"['용량', '좋다', '씻다', '편하다', '아주', '자다', '쓰다']"
2669,24.11.12.,하루 종일 얼음이 안 녹아요 ㅋㅋ!!! 빨대 빼고 뚜껑 막아두면 안 샐 줄 알았는데 조금 새긴 하더라고요 그래도 기능이 완벽하니 세워두고 사용하면 되겠죠 굿굿,5,"['하루', '종일', '얼음', '안', '녹다', '빨대', '빼다', '뚜껑', '막다', '두다', '안', '새다', '줄', '알다', '새기다', '기능', '완벽하다', '세우다', '두다', '사용', '굿굿']"
2670,25.01.10.,좋아요 좋아요 좋아요!!,4,"['좋다', '좋다', '좋다']"
2671,24.11.30.,유명한 성능에 디자인도 이뻐요,5,"['유명하다', '성능', '디자인', '이쁘다']"
2672,24.12.07.,"보온도 오래가고 좋아요
단 따뜻한 커피 마실 때는 좀 불편해요
커피색이 물들 거 같아서 조심스럽네요",5,"['보온', '좋다', '단', '따뜻하다', '커피', '말다', '불편하다', '커피', '색', '물들다', '조심스럽다']"
2673,24.12.25.,딱 좋은 사이즈에 깔끔해요~~,5,"['좋다', '사이즈', '깔끔하다']"
2674,24.12.20.,"몇 년째 스탠리만 사용 중
강추입니다.",4,"['스탠리', '사용', '강추']"
2675,24.11.25.,"사이즈가 적당해서 딱 쓰기 좋아요
보온 보냉 모두 훌륭합니다",5,"['사이즈', '적당하다', '쓰기', '좋다', '보온', '보냉', '훌륭하다']"
2676,24.11.24.,너무 예뻐요 컬러 마음에 드네요,5,"['예쁘다', '컬러', '마음', '드네']"
2677,24.11.18.,스탠리 성능이 좋네요! 퇴근할 때 얼음 남아있으면 다음날 출근까지 안 녹는 것 같아요!,5,"['스탠리', '성능', '좋다', '퇴근', '얼음', '남다', '날', '출근', '안', '녹다']"
2678,24.11.23.,물을 많이 마시는 편은 아니라서 이 사이즈로 구매했는데 적당하고 예뻐요,5,"['물', '마시다', '편', '아니다', '사이즈', '구매', '적당하다', '예쁘다']"
2679,24.11.25.,"선물용으로 구매했습니다
단점은 회당 수량 구매가 있다는 점이에요
그 외의 단점은 아직 없습니다",5,"['선물', '선물용', '구매', '단점', '회당', '수량', '구매', '점', '단점', '없다']"
2680,24.11.25.,"배송도 빠르고 색상도 너무 이뻐요~¡¡
역시 믿고 쓰는 스탠리!!!",5,"['배송', '빠르다', '색상', '이쁘다', '역시', '믿다', '쓰다', '스탠리']"
2681,24.11.18.,"매일 레몬수 타서 사무실에서 마시고 있어요
하루 종일 시원하고 양이 많아서 좋아요",5,"['매일', '레몬', '사무실', '말다', '하루', '종일', '시원하다', '양', '많다', '좋다']"
2682,25.01.02.,??????????,5,[]
2683,24.11.05.,"이미 가지고 있는 컬러인데,
친구들 생일 이번 주에 2명이나 있어서
스탠리 텀블러를 전도하기 위해 구매 후
선물포장까지 했습니다.
스탠리여 영원하라?",5,"['가지', '컬러', '친구', '생일', '주', '명', '스탠리', '텀블러', '전도', '위해', '구매', '후', '선물', '포장', '스탠리', '영원하다']"
2684,24.12.17.,선물용으로 보내주었는데 친구가 매우 만족해해요,5,"['선물', '선물용', '보내다', '친구', '매우', '만족', '해해']"
2685,24.12.03.,핫한 스탠리~ 드디어 구매 완료,5,"['핫', '스탠리', '구매', '완료']"
2686,24.12.13.,"생각했던 대로 예쁘고 좋아요!
잘 사용할 것 같아요",5,"['생각', '대로', '예쁘다', '좋다', '자다', '사용']"
2687,24.11.29.,색이 너무 예뻐서 맘에 들어요,5,"['색', '예쁘다', '맘', '들다']"
2688,24.12.15.,빠른 배송과 깔끔한 디자인에 보온 보냉도 잘 되어 만족합니다,5,"['빠르다', '배송', '깔끔하다', '디자인', '보온', '보냉', '자다', '만족하다']"
2689,24.11.22.,출근해서 물 많이 마시려고 샀어요! 보냉 잘 돼서 좋아요,5,"['출근', '물', '말다', '사다', '보냉', '자다', '좋다']"
2690,24.11.03.,직장 동료 선물로 스탠리 큰 거는 너무 무거워서 벤티용 사이즈 샀는데 너무 만족하고 사용 중이래요!!! 기능성으로는 말해 뭐 하나~ 아이스든 핫이든 오래가고 색상도 너무 귀엽대요 gg,5,"['직장', '동료', '선물', '스탠리', '크다', '무거워', '베다', '티용', '사이즈', '사다', '만족하다', '사용', '중이', '기능', '말', '뭐', '아이스', '핫', '색상', '귀엽다', '대요']"
2691,24.11.27.,"너무 이뻐요!!
잘 쓸께요",5,"['이쁘다', '자다', '쓸다']"
2692,24.12.19.,친구에게 선물했는데 좋아하네요,5,"['친구', '선물', '좋아하다']"
2693,24.11.30.,색상이 이쁘고 가벼워요,5,"['색상', '이쁘다', '가볍다']"
2694,24.12.12.,"친구 선물해 줬는데 너무 좋아해요
색도 예뻐요",5,"['친구', '선물', '주다', '좋아하다', '색도', '예쁘다']"
2695,24.11.25.,색깔도 예뻐서 기분 좋고 보온력도 좋아서 마음에 들어요,5,"['색깔', '예쁘다', '기분', '좋다', '보온', '좋다', '마음', '들다']"
2696,24.12.06.,벌써 몇 개째인지  ㅎㅎ,5,['벌써']
2697,24.12.18.,선물용으로 샀는데 예뻐서 저도 하나 더 살까 싶어요,5,"['선물', '선물용', '사다', '예쁘다', '더', '살다']"
2698,24.11.28.,선물 드릴 거라 되게 고민 많이 하고 주문했는데 역시 스탠리!!!!!! 너무 만족스러워요ㅎㅎ 받으신 분도 좋아하세요ㅎㅎㅎ 최고입니다!,5,"['선물', '드릴', '고민', '주문', '역시', '스탠리', '만족스럽다', '받다', '분도', '좋아하다', '최고']"
2699,24.11.26.,냉보온 당연히 잘 되고요~~디자인이 너무 예뻐요♡,5,"['냉', '보온', '당연하다', '자다', '디자인', '예쁘다']"
2701,24.11.23.,배송 빨라요 컬러 너무 이뻐요,5,"['배송', '빨르다', '컬러', '이쁘다']"
2703,24.12.05.,튼튼해요 튼튼해요^^,5,"['튼튼하다', '튼튼하다']"
2704,24.12.21.,좋아요 맘에 들어요,5,"['좋다', '맘', '들다']"
2705,24.11.21.,왜 스탠리 스탠리 하는지 알겠어요 큰 걸로 주문 하나 더 해야겠어요,5,"['스탠리', '스탠리', '알다', '크다', '주문', '더']"
2706,24.11.07.,색깔이 너무 예쁘네요 이것보다 한 사이즈 작은 게 있어서 좀 크지 않을까 걱정했는데 그립도 괜찮아요^^ 우선 색깔이 너무 맘에 듭니다^^,5,"['색깔', '예쁘다', '사이즈', '작다', '크다', '않다', '걱정', '그리다', '괜찮다', '색깔', '맘', '듭니']"
2707,24.12.16.,"역시 스탠리!!!!!!!!!
배송 빠르고 보온 잔짜 최고예요 !!!!",5,"['역시', '스탠리', '배송', '빠르다', '보온', '잔', '최고']"
2708,24.11.26.,생각했던 것보다 가벼워서 더 만족합니다,5,"['생각', '가볍다', '더', '만족하다']"
2709,24.11.18.,기존에 쓰던 스탠리는 더 큰 용량이어서 이번에 휴대용으로 하나 더 장만했습니다~ 스탠리는 다다익선???,5,"['기존', '쓰다', '스탠리', '더', '크다', '용량', '휴대', '용', '더', '장만', '스탠리', '다다익선']"
2710,24.12.24.,선물용으로 샀어요~,5,"['선물', '선물용', '사다']"
2711,24.11.11.,ㅠㅠㅜ 제가 뽑기를 잘못한 건지 얼음이 너무 빨리 녹아요 ㅜㅜㅜ 진짜 스탠리 코리아에서 샀는데도 첨엔 짭 산줄 알고 막 찾아보기까지 했네요.. 저만 그런가요 ㅠ,5,"['뽑기', '잘못', '건지다', '얼음', '녹다', '진짜', '스탠리', '코리아', '사다', '첨', '사다', '알', '막', '찾아보다', '저만', '그런']"
2712,24.11.25.,포멜로 색상 상큼하니 이쁘네요 ~,5,"['포멜로', '색상', '상큼', '이쁘다']"
2713,24.12.19.,스탠리 말해 뭐해.. 성능이 뛰어난 아이입니다,5,"['스탠리', '말', '뭐', '성능', '뛰어나다']"
2715,24.11.25.,상큼한 색상이라 쓸 때마다 기분 좋습니다,5,"['상큼', '색상', '쓸다', '기분', '좋다']"
2716,24.12.05.,여름에는 얼음이 하루 가는 거 같고 겨울에는 따뜻함이 오래가서 좋아요... 써보고 친구에게 선물했어요,4,"['여름', '얼음', '하루', '겨울', '따뜻하다', '좋다', '써다', '보고', '친구', '선물']"
2717,24.12.12.,선물용으로 샀는데 되게 만족스러워합니다 감사합니다,5,"['선물', '선물용', '사다', '만족스럽다', '감사하다']"
2718,24.11.16.,이런 소리가 나는데 그냥 씁니다,3,"['이렇다', '소리', '그냥', '쓰다']"
2719,25.01.15.,스탠리 굿굿~~~~~~~~~~~~~~~~~~~~~~~,5,"['스탠리', '굿굿']"
2720,24.11.10.,역시 믿고 사는 스탠리 텀블러! 집에서 시원하게 술 마시고 싶어서 샀는데 아주 만족스럽습니다. 시원함이 오래 가요~,5,"['역시', '믿다', '살다', '스탠리', '텀블러', '집', '시원하다', '술', '말다', '사다', '아주', '만족스럽다', '시원하다']"
2721,24.11.22.,잘 받았습니다.. 스탠리 처음 써보는데 잘 써볼게요.,5,"['자다', '받다', '스탠리', '처음', '써다', '보다', '자다', '써다', '보다']"
2722,24.11.10.,1.18l 사용하다가 너무너무 무거워서 작은 용량으로 추가 구매했어요. 손잡이 없는 게 조금 아쉽지만 역시나 스탠리 얼음 안 녹는 건 짱입니다,5,"['사용', '무거워', '작다', '용량', '추가', '구매', '손잡이', '없다', '아쉽다', '역시', '스탠리', '얼음', '안', '녹다']"
2723,24.11.30.,믿고 쓰는 스탠리 좋습니다,5,"['믿다', '쓰다', '스탠리', '좋다']"
2724,24.11.25.,보냉이 너무 잘돼서 역시 스탠리입니다@@,5,"['보', '냉이', '역시', '스탠리']"
2725,24.11.30.,색깔도 너무 이쁘고 도착하자마자 바로 연마제 제거 세척하고 했네요 완전히 만족이요,5,"['색깔', '이쁘다', '도착', '연', '마제', '제거', '세척', '완전하다', '만족']"
2726,24.12.20.,색 예쁘고 좋아요!,5,"['색', '예쁘다', '좋다']"
